PuzzleId,FEN,Moves,Rating
rIpn5,8/8/5Q2/4P3/5Pk1/8/3pq1PK/8 b - - 2 61,d2d1q f6g5,1066
rIrCJ,2r4k/p3P1pp/8/3Q4/4Pp2/4q2P/P1p1P3/5B1K b - - 0 38,c2c1q d5d8 c8d8 e7d8q,1273
rJGhk,Q7/5Qpk/4pn2/5q2/7p/4P1P1/1P3PKP/8 w - - 1 36,a8f3 h4h3 g2f1 f5f3,1256
rJLXR,8/1pb1kr1p/4Q3/4pP2/8/6RP/PPq3PK/3q4 b - - 1 39,e7d8 g3g8 f7f8 g8f8,1063
rJwIf,3r3r/Pk1n4/2pQp3/1p1pPp1p/3P2nq/1P1B1R2/2P1N1PP/R6K w - - 5 27,a7a8q d8a8 a1a7 a8a7,1081
rKgFY,3r1rk1/p3P1p1/1qp2p1p/8/1P2PP1P/P7/1B1p2Q1/2R4K w - - 0 28,e7f8q g8f8 c1d1 b6e3,1749
rKn0y,3QQ3/6pp/5p1k/8/4P3/4P1KP/PPr3P1/6r1 w - - 5 31,g3f4 c2f2 f4g4 g1g2 g4h4 g7g5,1214
rL5CO,1r6/4pk2/p3qn2/5pQP/8/4B3/1p4P1/4R1K1 b - - 0 42,b2b1q g5g6 f7f8 e3h6,1227
rLFxp,2r4k/pp1bnQp1/4p2p/3p1P2/8/P4KR1/P1pq2PP/8 b - - 3 24,c2c1q f7g7,951
rLH1X,r7/1p1k2Q1/2b1pP2/3p1p1p/8/8/1q3PPP/q1R2RK1 b - - 1 30,d7d6 g7e7 d6e5 f2f4 e5e4 e7e6,2439
rMAJ1,3r3k/pQR4p/6p1/5p2/3q4/6P1/PP3pPK/8 b - - 1 29,f2f1q c7h7 h8g8 b7f7,1308
rMGfU,4k3/q4p2/2pPpQp1/2r4p/5PP1/7P/p1P5/5R1K b - - 0 34,a2a1q f1a1 a7a1 f6a1,1746
rMH6P,6Q1/5pp1/4p1kp/2Pp4/P2PqPPP/6K1/2p5/8 b - - 3 47,c2c1q h4h5 g6f6 g8d8,1555
rMHrC,5r2/5k1P/r4n1Q/3p4/8/pPq5/P1P5/2KR3R w - - 1 28,h7h8q f8h8 h6h8 a6c6 h1h7 f7e6 h7e7 e6e7,2462
rMMkF,2bk4/6R1/2pK2N1/6q1/3PP3/n1P1qP2/8/8 b - - 0 41,e3f3 g7g8 f3f8 g8f8,1098
rMZsU,2r2rk1/5p1p/p3p1N1/3pN1PR/3P1P2/qP1Q2P1/P1p1K3/8 b - - 1 27,c2c1q g6e7 a3e7 d3h7,962
rMlmQ,R7/2q2pk1/4pBp1/3nP2p/3P3P/5Q2/6PK/1rq5 b - - 1 36,d5f6 f3f6 g7h7 a8h8,1090
rN9Un,8/1Q2Qnk1/3p2p1/3Pb3/7P/5rPK/8/8 w - - 6 52,h3g4 f3g3,1131
rNjUt,5rk1/QP3ppp/8/4pq2/2Pp1n2/8/P4PP1/3R1R1K w - - 1 29,b7b8q f5h5 h1g1 f4e2,1163
rODVY,Q7/5ppk/2p1p3/4P3/6Pp/R3QP1P/1q5K/3r4 w - - 1 31,e3e2 b2e2,1214
rOPv7,Q7/2k5/8/2pQ4/2P5/1P2p1qP/7K/4b3 w - - 0 57,h2h1 g3h3 h1g1 e1f2,1348
rOkvA,Q3kbnr/3q1ppp/p2Pb3/1p6/8/8/PP3PPP/RqB1R1K1 b k - 0 17,d7c8 a8c8,1554
rOuOI,4Q1k1/1p2b1r1/4q3/p1p1R3/P1P3PP/1P5K/8/4q3 b - - 1 41,g8h7 e5h5 e6h6 h5h6 h7h6 e8h5,1641
rPArG,3q1r2/1R4k1/p2p4/1p1Bp1qQ/1P2P3/P7/4KP1P/8 b - - 2 35,g7f6 b7f7 f8f7 h5f7,1533
rPPnR,8/2PQ1pkp/6p1/8/1P1p4/P3qN1P/4rRP1/6K1 w - - 1 36,c7c8q e3f2 g1h2 f2g2,1336
rPbTU,4Q2k/3n3p/2p3p1/p1q5/Pr2BR2/7P/6PK/4q3 b - - 2 36,d7f8 f4f8 h8g7 f8f7 g7h6 f7h7 h6g5 e8d8 g5f4 h7f7,2669
rQ4M2,2Q5/6bk/7p/3N1pp1/2Q1pP2/8/6P1/4q1K1 w - - 2 40,c4f1 g7d4 d5e3 d4e3 g1h2 e1h4,1760
rQYUF,1Q6/2p3rk/3p1nqb/3Pp3/2P1P3/2N2p2/4bRPN/Q5K1 w - - 0 34,a1a8 g6g2 f2g2 h6e3 g1h1 f3g2,2104
rQmOu,8/2k4P/8/3Q4/5pP1/5P1K/5q2/8 w - - 3 52,h7h8q f2g3,988
rRIUN,3q1rk1/1R3Nbp/6p1/5b2/3p4/3n2P1/Q4P1P/2q2BK1 b - - 1 36,d8a8 f7h6 g8h8 a2g8 f8g8 h6f7,1384
rRmKX,8/P7/1KQ3q1/5pk1/8/8/5p2/8 w - - 0 70,a7a8q g6c6 b6c6 f2f1q a8g8 g5f4,1212
rSA8T,r5k1/pp4R1/2b1Q1pp/3nP1N1/4N3/8/Pq4PP/2q2R1K b - - 0 22,g8g7 e6f7 g7h8 f7h7,1109
rSFHt,Q7/2P2pk1/6pp/5q2/4p3/P5PP/2R2PK1/3r4 w - - 3 41,c7c8q f5f3 g2h2 f3h1,1113
rShLt,5r2/2p1q1pk/1p2p1Rp/p4p1Q/P2P1P1P/3nP1R1/6PK/2q5 b - - 1 26,f8f7 g6h6 g7h6 h5g6 h7h8 g6g8,1681
rSnHH,2k3rr/3qnp2/B1p5/3pP3/P7/1N6/1P1K4/R2QR1Bq b - - 1 34,c8d8 g1b6 d8e8 e1h1,1545
rTPKo,1r6/5QP1/p7/8/8/4kP2/P3N3/4K3 w - - 3 37,g7g8q b8b1 e2c1 b1c1,786
rUhLk,8/pp2kBP1/2q2r2/2p3Q1/3p4/PP2n1p1/1BP3P1/R5K1 w - - 0 32,g7g8q c6g2,935
rUzGm,1k5r/ppp2p1q/3p2q1/PQ1P1N2/3NP3/2K2P2/1PP5/8 b - - 3 41,g6f6 a5a6 b7b6 b5c6,1423
rVIjH,1Q1Q4/6pk/5p1p/P7/4p3/5qPP/3p1PK1/8 w - - 1 50,g2f1 f3h1 f1e2 h1e1,1882
rVRqp,8/8/8/1K6/8/1Q1N4/8/1kq3q1 b - - 1 58,c1b2 b3b2,1096
rVc4R,r6Q/4kp2/2p1pp2/pr2q3/3b2Q1/Pp6/1P3P2/2KR3R w - - 1 32,h8a8 e5c5 c1b1 c5c2 b1a1 c2b2,2094
rWQOj,1Q6/6pk/p6p/4pr2/4Np2/1Q1KqP2/1R4PP/7r w - - 5 42,d3c4 e3d4,1841
rX2Ah,r4r1k/2p1q2P/6Q1/p7/3pP3/2pK4/1PP5/qN4RR b - - 1 33,f8f7 g6g8 a8g8 h7g8q,890
rXDdz,6k1/p4pp1/7p/1P6/8/P4QKP/3p1PP1/2RRr2q b - - 0 34,d2c1q d1d8 e1e8 d8e8 g8h7 f3f5 g7g6 f5f7,1302
rXYkc,8/5q1p/3Q4/3P2k1/4p1PP/4P3/5P1K/5q2 b - - 0 52,g5g4 d6g3 g4h5 g3g5,1056
rXm0U,3R3N/7p/6R1/7k/p7/6PP/qp4PK/8 b - - 0 43,b2b1q d8d5 a2d5 g3g4 h5h4 g2g3,2456
rXs6X,8/8/1R5p/6pk/6P1/1P5P/5P1K/3q1q2 b - - 0 47,h5h4 b6h6,985
rXwRV,1R6/3r2pk/2p2p1p/p3p3/4P1Q1/4N1PK/2P2P1P/q6q b - - 7 43,d7f7 g4f5 g7g6 f5c8 a1f1 e3f1 h1f1 h3h4 g6g5 h4h5,2417
rYGfA,6k1/1Q1N1p1p/4p1p1/8/3P3P/5P2/1p4PK/q7 b - - 2 35,b2b1q b7c8 g8g7 c8f8,1442
rYg5X,R7/3PQn2/6qk/7p/5ppP/4P3/5PPK/8 w - - 0 49,d7d8q g4g3 f2g3 f4g3 h2g1 g6b1 d8d1 b1d1,1797
rYlcs,5k2/7p/1pp1Q1p1/6B1/1P6/7P/P3pqRK/8 b - - 6 42,e2e1q g5h6,1661
rYtXc,1r2br2/5p1k/p3pPpp/3p1N2/3P2P1/2P4R/1qBQ2KP/q7 b - - 1 30,b2c2 h3h6 h7g8 f5e7,1461
rZHJ6,Q7/7p/5r1k/5r1q/2Q1p3/1P2P3/2P1R1Pp/R5K1 w - - 0 34,g1h1 f5f1 a1f1 f6f1,612
rZUKU,1kbr2r1/p1p2QP1/2p5/8/2P2B2/1P3PP1/P3N1q1/2KR2Nq b - - 2 22,c8d7 d1d7 d8d7 f7d7 g2f3 f4c7 b8a8 d7e6,2555
rZars,4QB1k/1p4p1/2p4p/p1Nb4/3b4/P6q/1PP1Q1P1/6K1 w - - 2 36,g1f1 h3h1,1308
rZg6C,r3kb1r/pQ1nn1pp/3P1p2/qBp5/8/7P/PpP2PP1/R1B2K1R b kq - 1 15,b2a1q b7d7 e8f7 b5c4 f7g6 d7g4,1609
rZphG,r7/P1P3k1/1q3n2/4Q3/2p1Pp2/3b1p2/1P5P/R6K w - - 0 37,c7c8q a8c8 e5e7 g7g6 a1g1 b6g1,2540
raAii,3r3k/7q/8/1p6/2p5/P1P1Q2P/1P1p1r2/6RK b - - 2 40,d2d1q e3e5 f2f6 e5f6 h7g7 f6g7,1400
raCDb,3r4/1pkqnbb1/1pnp1p2/6p1/4P1B1/Q6r/5Q1N/RN2K2R b KQ - 0 27,d7g4 h2g4 h3h1 e1d2,2035
rahjA,q5k1/3b1p2/2n1p1p1/3pq1N1/2p4P/5QP1/7K/8 b - - 0 37,c6d4 f3f7 g8h8 f7h7,971
rc3Gi,6k1/2R4N/8/1p2N3/3P2P1/1q4PK/p6P/8 b - - 0 33,a2a1q h7f6 g8h8 e5g6,1259
rc8hy,8/2PQ1nk1/4p3/4b3/1p3qp1/pP3B1R/P5K1/8 w - - 0 61,c7c8q g4h3 g2f2 e5d4 d7d4 f4d4,2003
rcDS8,3k4/1R3p1P/4p3/4P3/8/5P2/1p3PK1/3q4 b - - 1 45,b2b1q h7h8r,1200
rcfb3,5rk1/ppq1nrBp/8/2p5/4B1QP/PP1Pb3/2K2pR1/1N6 b - - 0 26,f2f1q e4h7 g8h7 g4h5 e3h6 h5h6 h7g8 h6h8,2170
rd40i,1K6/1P5k/2q5/2P5/8/6R1/7p/2R5 b - - 0 56,h2h1q c1h1 c6h1 b8c7 h1h2 b7b8q h2g3 c7b7 g3f3 c5c6,2398
rd7LB,r6k/2p1P2p/pp1p4/3b1Q1B/PPqb1P2/6P1/4R2P/5K2 w - - 0 35,e7e8q a8e8 f5d5 c4d5 e2e8 h8g7,1976
rdCG6,K1Q1Q3/5pk1/p5p1/3q1p2/8/1P6/7p/8 w - - 2 52,a8b8 d5d6 b8a7 h2h1q e8g8 g7f6,2559
rfDff,7Q/ppk5/4b3/6p1/2P1q3/4r1P1/PP3p1K/3R4 b - - 1 30,f2f1q h8d8 c7c6 d8d6,1040
rfGRT,7r/QppkPppp/6q1/8/8/P1P3bP/1P1r1PP1/R3R1K1 w - - 1 26,e7e8q h8e8 a7a4 c7c6 f2g3 g6g3 a4g4 g3g4,2105
rfMFT,QQ6/6pk/7p/5p1n/6K1/4PNP1/1P5P/5q2 w - - 0 41,g4h5 f1h3 f3h4 g7g6,1172
rg4v8,5r1k/5Rp1/7r/q3P3/2Q5/2PB3P/5PPK/q7 b - - 1 32,f8f7 c4c8 a5d8 c8d8 f7f8 d8f8,1072
rgMAY,2Q2bk1/p4ppp/8/8/1P3q2/2N2Q1P/P2r2PK/R4n2 w - - 8 28,h2g1 f4h2 g1f1 h2h1,1320
rgqk9,1k1r4/1p3q1P/1N6/p6R/8/4Q3/PPP5/2K5 w - - 0 32,h7h8q f7f1 e3e1 f1e1,827
rhHmT,7r/2p2p2/2Q5/6R1/2k2K2/5P2/8/1q2q3 b - - 3 47,c4b3 g5b5 e1b4 b5b4 b3b4 c6b7,1382
rhLGU,5r1k/6b1/p3Q2p/1pN3pP/1P6/P4RP1/1q1p1RK1/8 b - - 0 41,d2d1q f3f8 g7f8 f2b2,1590
rhSAs,2Q2rk1/5p1p/8/1p6/pP3p2/P1Qb4/4BKPP/1q6 b - - 0 43,d3e2 c3h8 g8h8 c8f8,1661
ri4Jw,8/5ppk/4p1p1/4N3/3p2P1/3P1q1P/r3rb1Q/1QB2RK1 w - - 0 33,f1f2 e2e1 f2f1 f3f1,1545
riVHr,3Q4/pp2P1pk/7p/1P3p2/P3b3/6PK/4qB1P/8 w - - 3 41,e7e8q e2g4,1572
rj3IJ,r2r4/1b3QQp/p1k1p3/3p4/qbpPn3/4P3/PP5P/R4RK1 b - - 2 28,b4d6 f7b7,769
rjj6L,5Q2/3P1ppk/1p5p/8/8/5pqP/6P1/6K1 w - - 0 43,d7d8q g3g2,1222
rjwde,5K1Q/3kp3/2p3q1/2p1Q3/2P2P2/3PP3/8/8 w - - 11 55,h8g7 g6e8,1180
rk5aQ,Q4rk1/3bbppp/2p5/5q2/2Pp4/5PPn/1P1PQ2P/RNB1R2K w - - 1 22,e2e7 f5f3,1092
rk81g,Q7/8/8/2KQ4/8/4q3/6q1/7k w - - 7 63,c5c6 g2d5 c6d5 e3f3 d5d4 f3a8,1633
rkVrs,1Q6/5p1k/5Qp1/3pP1Pp/3P3n/P7/2q2K2/8 w - - 1 44,f2g3 c2g2 g3h4 g2h2,1332
rkhKn,7k/R1R4p/5p2/1p6/8/4P1PP/P1p3K1/3q4 b - - 10 37,c2c1q a7a8 d1d8 a8d8,1231
rl7aJ,3Q4/2Q4p/6pk/1p3p2/4q3/7r/1P4P1/3R3K w - - 0 39,h1g1 e4e3 g1f1 h3h1,1059
rlxXT,6r1/Q4Rpk/6p1/3pp3/8/3q4/PP5P/K5Q1 w - - 0 44,g1g5 d3d1 g5c1 d1c1,602
rmaN3,5r1k/1p2Qp1p/6p1/1r1Np3/8/1q5P/3R1PPK/q7 b - - 1 38,a1a8 e7f6 h8g8 d5e7,999
rmli4,r4rk1/p4ppp/4bb2/q2p4/1N1P4/5N2/PpQ2PPP/RB3RK1 b - - 1 18,b2a1q c2h7,1296
rmo7f,4r2k/Q1P3p1/7p/1P6/6Pn/2R4P/P4P1q/2R2K2 w - - 1 34,c7c8q h2h1,934
rn5Ii,2R5/5ppk/7p/2Q5/8/6PP/2p1qP1K/8 b - - 1 40,c2c1q c5f5 g7g6 f5f7,1173
rniy4,5Q2/7p/3Q2q1/1p1p2pk/6P1/7P/7K/4q3 b - - 0 43,h5h4 f8h6 g6h5 h6h5,1590
rnoH4,4Q3/6pk/7p/1p5P/5Q2/3q4/6PK/q7 b - - 0 43,a1d4 e8g6 d3g6 h5g6 h7g6 f4d4,1838
rnpkT,2Q5/3Q2bk/6pp/8/4N3/p4P2/P5PP/q2R3K w - - 1 53,d1b1 a1b1 c8c1 b1c1 d7d1 c1d1,456
rp2Nm,3QQ3/p3R1pk/1p4rp/8/P7/7P/6P1/5q1K w - - 1 34,h1h2 f1g2,844
rpZ7y,4b1k1/Pp2nppp/4p3/4P3/pq1P1PP1/3B1N2/2r1Q1KP/8 w - - 0 30,a7a8q c2e2 d3e2 g8f8,1789
rpadE,B4rk1/p2P2pp/1p5q/4bpn1/2P5/4P3/P4P1P/R2Q1R1K w - - 1 28,d7d8q h6h2,1183
rpnG0,8/2k2P1r/p2q2p1/3bp3/1p1P1Q2/1P6/P5PP/5R1K w - - 0 39,f7f8q e5f4 f1c1 d5c6,1904
rptZk,4r1k1/P2Q1ppp/2p5/8/8/7P/3p1PPK/5q2 b - - 1 28,d2d1q d7e8,558
rq8x0,rR3b2/2P1kp2/p2p1n2/P2Pp3/2P1P1q1/2N2p2/3Q1P1P/R4K2 w - - 2 27,c7c8q g4g2 f1e1 g2g1,1295
rqI3v,6k1/4Q1bp/p5p1/5p2/1B2p3/1qP4P/p5PK/3r4 b - - 1 44,a2a1q e7e8 g7f8 e8f8,1078
rrVBS,3r3k/1p4pp/p7/2N2Q2/8/7P/P4RPK/2q1q3 b - - 1 36,e1d1 f5f8 d8f8 f2f8,698
rrey2,8/pP3k1p/2Q3p1/5b2/3Bn3/2P5/P1K2P1P/q7 w - - 12 30,b7b8q a1a2 b8b2 e4f2 c2d2 a2b2,2338
rrqWU,r1bqkb1Q/ppp1pp1p/2n5/8/3P4/5N2/P1P2PPP/q1BQKB1R b Kq - 2 8,c8g4 h8f8 e8f8 c1h6 f8e8 d1a1,1947
rs7VV,2R3Q1/p3k2p/4p3/8/1P6/P6P/4qrPK/Q4r2 w - - 1 36,g8f8 f2f8 a1g7 f1f7 g7g5 e7d7,2420
rtOEp,4Q3/kp4Q1/q1n1R3/8/p4P1p/2P3p1/PP4PP/5R1K w - - 3 45,e6c6 a6f1,606
rtRKC,1n6/3bQ3/3p2pk/q1pP4/2PqP1P1/1p6/4BP2/5RK1 b - - 0 29,a5d2 g1g2 d4e4 e7e4,2113
rtiOO,7Q/1p3Pp1/2p5/4q3/p3Bn1P/6k1/P5P1/7K w - - 6 37,f7f8q e5a1 e4b1 a1b1,855
rtowO,2N5/4P1bk/1p3qpp/8/8/1Q1Pp1Pr/8/1K2R3 w - - 1 36,e7e8q f6a1 b1c2 h3h2 e1e2 h2e2,1401
rtqZX,8/QQb5/5pkp/4p1p1/4P3/5N2/2q2PPP/1R4K1 w - - 2 35,b7c7 c2b1 c7c1 b1c1 f3e1 c1e1,750
ruTsp,rn1q1bQ1/1pp1p3/p1k2p2/3p2p1/3P2b1/2NBPP2/PPP1K1P1/q7 b - - 0 15,g4d7 g8d5 c6b6 d5c5,1573
rubFG,8/1R6/4p1Pk/8/3p3P/K7/3qp3/6R1 b - - 0 48,e2e1q b7h7,1090
rv1Cd,7r/pN1Pq1k1/6p1/3P1p2/1pB5/2n5/2Q2PP1/6K1 w - - 0 35,d7d8q e7e1 c4f1 e1f1 g1f1 h8h1,2055
rv4zK,5Q2/4n3/1p1qpRp1/p1p1p3/P1P1PRkP/1PP3P1/6K1/3q4 b - - 1 40,e5f4 f6f4 d6f4 f8f4 g4h5 f4g5,1508
rv8IO,4qbk1/4p2p/4p1p1/1r1pB2P/3P2Q1/5R2/5PPK/1q6 b - - 1 44,b1e4 g4e6 e8f7 e6f7,1650
rvCZE,8/1Q1P1ppk/8/1p4p1/4p3/P3P1Pq/3n1P1P/2R3K1 w - - 1 35,d7d8q d2f3 g1h1 h3h2,969
rvOFs,1Q6/2R2pk1/4p2p/6p1/8/5QPP/r7/4q1K1 w - - 3 60,f3f1 e1g3 g1h1 a2h2,1525
rvOLX,3Q1qk1/5pp1/p5bP/1p4P1/2pQ4/P4P2/1P1p4/5rBK b - - 1 36,d2d1q d4g7,1530
rvPlk,8/4P1Q1/1k1p4/2q5/1n6/8/PP5P/KR6 w - - 3 46,e7e8q b4c2,829
rvwR1,Q5r1/2Q1bkq1/3p1p2/4p3/4P3/1P1P1bpP/1P3P2/R5K1 w - - 0 26,a8g8 f7g8 c7c8 e7f8 c8e6 g8h8,2432
rvyv5,1Q6/3Q4/3p2pk/3Pp2p/4Pb2/3K1q1P/8/8 w - - 0 47,d3c4 f3f1 c4b3 f1b1,2562
rwWnn,8/PQ5p/5kp1/2P1bn2/1P6/6PP/3r4/7K w - - 1 40,a7a8q f5g3 h1g1 e5d4,1425
rxYOa,r2Qb1k1/ppP4p/8/2P3Pq/7r/8/PP5P/R4RK1 w - - 3 26,c7c8q h5g4 c8g4 h4g4 g1f2 a8d8,2347
rxqpR,2r3k1/pp3p2/3p4/4pqBR/6R1/8/PPr2p2/K2Q4 b - - 0 30,f2f1q g5f6 f5g4 h5h8,2298
ry3qd,8/1p1P4/pQp1p3/4Pk2/2r5/8/PP5q/1K4R1 w - - 7 39,d7d8q h2c2 b1a1 c2c1 g1c1 c4c1,1472
ry5Yv,Q7/5pk1/8/2b2qpp/2P3n1/3p1PP1/4P2P/R2Q2KR w - - 0 30,g1g2 g4e3 g2f2 e3d1 f2e1 f5e5,2285
ry8xQ,3Q4/3N1pkp/4p1p1/3p4/2n5/5P1P/p5PK/4q3 b - - 1 45,a2a1q d8f8,984
rybqF,r1b1r1kb/5p1p/3ppnPB/q1p3N1/1nB1P3/3P3P/p2QN1P1/1R3R1K b - - 0 25,a2b1q g6f7,1708
rylvN,1k6/1p2PQ2/2p5/1q6/8/2KP4/1PP4p/8 b - - 3 50,h2h1q e7e8q b8a7 f7a2 b5a6 e8e3,2051
rypj8,r3Nr1k/pp3p1p/1qp3p1/4Q3/8/2P5/PP4PP/3q1R1K b - - 3 27,h8g8 e5g7,1060
rysmd,r1bqkb1r/pp1p1pPp/2n1p3/6B1/8/5N2/PpP2PPP/R2QKB1R b KQkq - 0 8,b2a1q d1a1 d8a5 g5d2 f8g7 a1g7,1959
rz3f1,Q1bk3r/p1p2pp1/7p/2b1p3/Q1p1P3/2N5/PP4PP/R2K1qNR w - - 0 13,d1c2 f1d3 c2c1 c5e3,1577
rzFGM,2r2R2/3Q3p/p5pk/1p6/1P1bQ3/P7/6PP/1Rr4K w - - 1 33,b1c1 c8c1 e4e1 c1e1 f8f1 e1f1,833
rzFZa,1Qnk3r/Q1pb2p1/4p3/3pp3/6P1/2Pq1r1p/7P/R4R1K w - - 0 29,a7c7 d8e8 b8b1 f3f1 b1f1 d3e4,2566
rzOLW,Q7/1R3rk1/3pq3/4p2p/4Q3/3P2PK/8/5r2 w - - 1 48,h3h4 f1h1 e4h1 e6g4,1379
rzhMI,r3k1nr/pppq2Np/3p2p1/1Q3P2/3nP3/8/P5PP/qNB2RK1 b - - 0 15,e8e7 c1g5 g8f6 g5f6 e7f6 b5d7,2051
rzqOZ,3Q4/4Q1nk/8/2p5/4P1K1/P5P1/1P2q2P/8 w - - 1 45,g4h4 e2h5,980
s08oD,Q6Q/5pp1/3p2kp/2nP4/4P3/5B2/5qPP/1Kn5 w - - 2 33,a8c6 f2a2 b1c1 c5b3 c1d1 a2d2,1829
s0Ath,4r1k1/2P2pp1/B6p/RP6/2P5/5QP1/3pr2q/R4K2 w - - 0 34,c7c8q e2e1 a1e1 d2e1q,1496
s0QIE,3Q4/4P1pk/p7/8/3P1p1p/1P2rBqP/P5P1/2r2RK1 w - - 5 36,e7e8q c1f1 g1f1 g3e1,1118
s0TsF,6QQ/4kp2/4p1p1/1b6/p4PP1/2q1P3/3p1K1R/8 w - - 1 41,g8e8 b5e8 h8c3 d2d1n f2e2 d1c3,1863
s0xVa,8/pk4r1/2p5/6R1/1Q6/1P1P4/P3K3/1q4q1 b - - 4 41,b7c8 b4f8 c8b7 f8g7 b7b6 g5g1,2099
s0xhe,1R6/2P2p1k/6pp/8/5p2/5P1P/3p2PK/1Qq5 b - - 0 44,d2d1q b1c1 d1c1 c7c8q c1c8 b8c8,1702
s1MAB,3Q1Rqk/1b5p/8/1p2p3/n2pP3/3P3P/6PK/1q6 b - - 1 37,b1b3 d8f6,1519
s1xvm,N1Q1Q3/6pk/p7/8/1q6/8/2Kr4/8 w - - 2 55,c2c1 b4b2,1000
s2AfU,r3k2r/p4pQp/b1q1pn2/2B5/8/1N6/PPP3pP/2KR3R b kq - 0 18,g2h1q g7h8 f6g8 h8g8,1194
s3ChO,8/p2P3p/1pQ3pk/2p5/2P1B3/6P1/P3n2K/5q2 w - - 0 34,d7d8q f1g1 h2h3 g1g3,1098
s3F8L,5r1k/p4P2/6P1/4q3/8/7Q/2p3K1/3q4 b - - 1 45,e5h5 h3c3 d1d4 c3d4 h5e5 d4e5,1684
s4kme,1Q6/5p1k/6pp/3P3q/6n1/4P1P1/2Q2P1P/1R4K1 w - - 1 36,c2c3 h5h2 g1f1 h2f2,1065
s50UB,4k3/Q6p/2bB2p1/5p2/3P4/2q2P1P/1p3KP1/8 b - - 7 52,b2b1q a7e7,960
s535v,7Q/1ppk4/3q4/3p1p2/3P1N2/1N2PP2/2P1K3/q7 b - - 2 33,a1c3 b3c5 d6c5 h8h7 d7c6 d4c5,2328
s5E2P,8/3Q2pk/5p1p/P7/8/3b1N1P/2q4r/RQ5K w - - 4 46,h1g1 c2f2,1112
s6k6I,6k1/6p1/4p1Qp/8/3P2N1/6BP/1p4PK/2q5 b - - 3 45,b2b1q g4f6 g8h8 g6e8,1988
s6yNw,1r5k/6bp/3Q2p1/8/2P5/5BP1/p4PPK/4q3 b - - 1 34,a2a1q d6b8 e1e8 b8e8 g7f8 e8f8,809
s70zi,8/1P5p/6p1/2p2p2/3b1q2/1Q3P2/4pk1P/1R5K w - - 4 42,b7b8q d4e5 b8e5 f4e5,1880
s7Dzt,Q7/2b2ppk/2Q5/2ppq3/4p3/1NP1P1nb/3N1P2/RR4K1 w - - 0 35,c6d5 g3e2 g1h1 e5h2,1500
s7TKJ,7Q/3k1pp1/1Q1b4/3p3p/3p4/7P/1Pr2PP1/RNB3K1 w - - 0 28,h8g7 c2c1,744
s7mxE,r6k/1p1P1pp1/5b1p/8/8/2PQ2P1/pq1B1PKP/4R3 b - - 5 30,a2a1q e1e8 a8e8 d7e8q,1516
s8Rg0,rn1qkbnr/pp2pppp/4P1b1/3p4/3N4/5Q2/PPp2PPP/RNB1KB1R b KQkq - 1 8,c2b1q f1b5 b8c6 d4c6 d8b6 e6f7 g6f7 c6e5 b6b5 f3f7 e8d8 a1b1,2676
s8baB,2QQ4/5pkp/3b2p1/8/2P3P1/P2b1PK1/4r2P/8 w - - 1 38,g3h4 e2h2 h4g5 h7h6,1655
s8lfG,2Q5/5pkp/4p1p1/1N1p4/3Pq1P1/6b1/8/3Q3K w - - 4 39,h1g1 e4e3 g1h1 e3h6 h1g1 h6h2 g1f1 h2f2,2159
s9MUz,8/7p/p3NQp1/3p4/6Pk/r1q4P/2P5/q4R1K b - - 2 42,h4g3 f6f2 g3h3 f2h2 h3g4 h2f4 g4h5 f4g5,2361
s9TaX,5q2/p1P4p/4Q1pk/8/4Nn2/2P5/P5PP/6K1 w - - 1 29,c7c8q f4e2 g1h1 f8f1,1049
s9cpF,3Q4/2R4p/1Q3p2/3P4/1p6/pP1n1BqP/P2k1rP1/6K1 w - - 3 46,b6f6 f2f1 g1f1 g3e1,1661
s9xFy,1QQ5/5pkp/6pb/p7/8/6n1/1r6/5K2 w - - 1 43,f1g1 h6e3,1216
sA6Z8,8/8/1p4pp/3PQpk1/8/5PKP/P1pq2P1/8 b - - 1 42,c2c1q e5e7 g5h5 e7h4,1554
sAhJu,3Q1Q2/1pr2p1k/8/3pK2P/3P4/P1N1q3/8/8 w - - 0 42,e5d5 e3e6,1313
sB3o8,6k1/5p2/5Qp1/7p/7P/rq3P2/p4PK1/4R3 b - - 5 42,a2a1q e1e8 g8h7 e8h8,1862
sB4r7,r3QR2/6pk/7p/2Q5/1P1Pb3/8/6rP/6K1 w - - 1 43,g1f1 a8a1 c5c1 a1c1,911
sBAM3,8/8/Q6p/6p1/6P1/4p2k/5q2/Q6K w - - 0 51,a1g1 f2f3 g1g2 f3g2,1258
sBXtf,5r1k/7p/4Q1p1/3B4/5P1P/6PK/2p2q2/8 b - - 2 53,c2c1q e6e5 f8f6 e5f6,1129
sBogy,2rr1k2/5ppQ/1q2N3/1b2P1N1/1P6/R6P/5PPK/3q4 b - - 0 32,f7e6 h7h8 f8e7 h8g7 e7e8 g7f7,1336
sC1Rh,6r1/4P2K/8/6r1/P3Q3/1P2b2P/3k2P1/8 w - - 1 46,e7e8q g5g7,1670
sC4R1,8/3P2p1/2p3p1/q1P2kP1/2P1pP2/6K1/p7/3Q4 b - - 1 45,a2a1q d1g4,1073
sCCxu,r4r2/1pp1qpP1/3p1kbQ/p2Pp3/3P4/8/PPP1p3/2K2R1R b - - 2 22,e2f1q h1f1,893
sCDiZ,7r/ppq1k1Pp/4B2b/4p2Q/7N/8/PPPr2PP/1K3R2 w - - 1 27,g7h8q c7c2 b1a1 c2b2,1175
