FEN,Moves
1RK1N2N/6N1/R7/2k5/R7/8/8/3R4,g7e6 
Nk2N3/1N5R/3NNN1N/1N6/8/2NN2NN/8/RKRN4,f6d7 
2K2NN1/N2N1NN1/4N3/5N2/R5N1/2k5/R1N5/NR1R4,a7b5 
NNN1RKR1/8/3N3N/2NN3N/R3NN2/N4k2/1N3N1R/2N5,e4d2 e4g5 
2N2NNN/8/8/7N/R2N4/4k3/7R/1NNRKR2,d4c2 d4f5 
2R1R3/R2NN2N/3k4/R7/N7/5N2/4N3/1N1K1N2,e7f5 e7c8 
N5R1/1N3NN1/NN6/1N2N3/R6N/4N1Nk/R7/1N3N1K,f7g5 
1R1RN3/R7/1Nk2N1N/5NNR/N7/7N/7N/2K2N1N,f5d4 f5e7 
1KR2N2/4N1NN/7R/1kN1N3/5N1R/3N4/N2N4/R7,a2c3 
4R3/8/7N/8/R7/5k2/R1N2N2/5KR1,c2e1 c2d4 
4RKR1/1NN5/8/N7/8/N6R/5k2/2N4R,c1d3 
6RK/8/R7/6Nk/R3N3/8/8/6N1,e4g3 e4f6 
4N2N/2N5/2N2N1N/8/R7/N1N2N1k/R7/1NN1N1RK,f3g1 f3g5 
1N6/4N1N1/N7/2N2NNR/1Nk2N2/2N4R/8/NRKRN3,f5e3 f5d6 
2k3N1/2N4R/4N3/4N3/8/N7/8/1RKRN3,g8e7 
3RNR2/8/6N1/7R/1N2k3/7R/7N/N3K3,e8d6 e8f6 
2R5/8/N7/8/7R/3k4/R6N/N2KR3,a6b4 a6c5 
1N1N4/4N3/8/3N4/4N2R/1k6/7R/RKR5,e4d2 e4c5 
NN1NNRN1/7N/6N1/1N5N/4NN1R/4k3/N3N2R/2NRK2N,f4g2 f4d5 
N4RKR/R1N2N2/6k1/R7/NN1NN3/6N1/NN1N3N/N5N1,f7e5 f7h8 
4RK2/3N3N/8/7R/5k2/R5N1/8/6R1,g3e2 g3h5 
1N2RKR1/3N4/6N1/4N3/7N/7R/2N2kN1/R7,e5d3 e5g4 
4KR2/6N1/N3N2R/1N2k2N/7R/4N1NN/N1N1N3/3R1N1N,e3c4 e3g4 
2K1N3/2N4R/1NkN1N2/7R/N7/1N4N1/1N6/NR1RNN2,b3d4 b3a5 
KRN1N1NN/4N2N/N3N1N1/6N1/8/2NN3N/7R/k3NN2,e1c2 
4NKR1/1N6/8/7R/5k2/N6R/1NN4N/4R3,b2d3 
2NRKR1N/4N2R/4k2N/4N2R/N5N1/8/7N/1N5N,a4c5 
NNRK2N1/4N3/8/8/4N2R/2Nk2N1/R7/4R3,e4f2 e4c5 
8/8/3N4/4N3/R1N5/6k1/R7/5RKR,d6e4 d6f5 
N1K4N/2N1N3/R5N1/1Nk2N2/2N4R/8/N3N3/1R1R1N1N,c7a6 c7e6 
N1NNK1NN/5N2/8/2N5/N3N2R/3NkN2/R2N4/3R1RN1,d2f1 d2c4 
2NRKR2/RN2N3/3Nk3/R7/7N/2N3N1/N2N4/N1NNNN2,b7c5 b7d8 
N3R3/R7/3k1NN1/7R/1N6/8/8/2RK4,f6e4 f6e8 
5RNN/N2N2N1/N3N3/1NN5/R3N3/1N2k2N/4N2R/2NRK1N1,g7f5 
N2R1NN1/NN6/4N1N1/6N1/3N3R/3Nk3/R7/1N2KR2,d4c2 d4f5 
N3N3/2N5/R7/N3k3/R7/1NN5/2N5/1N1RKR1N,a5c4 a5c6 
2KR4/5N1R/1Nk5/R7/N7/N7/6NN/1R6,f7e5 f7d8 
6k1/R7/N3N3/2N1N2N/1N6/3NN3/2N5/2N2RKR,h5f6 
3N1RKR/5N2/NN6/1N3NN1/N7/N3N3/R5N1/6k1,g5f3 g5h3 
N4K2/5N1N/3N4/R3N3/2N2kN1/R4N2/N6N/NN2RNR1,e5d3 e5g6 
NN1RKR2/2N1N3/8/NN2N3/1NN5/R3N3/1N2kN2/N3N2R,b5c3 b5d4 
8/8/6N1/8/R7/4k3/7R/N2RKR1N,a1c2 
N2NRNR1/R4N2/4Nk2/5N1R/8/1N3N1N/1N2N1N1/N3NK1N,f8d7 f8h7 
1N2RKN1/NN6/8/R7/5k1N/7R/8/6R1,h4g2 h4g6 
2K4N/5N2/8/2N5/R7/2k5/R7/1R1R4,c5a4 c5e4 
K3N2N/4N1N1/5N2/3N3N/7R/kNN5/7R/1R6,c3b1 c3b5 
5RKR/R5N1/2N3k1/R7/NN6/8/2NN4/2N5,c6e5 c6e7 
N6R/3kN3/R2N4/NN3NN1/8/2N5/4NN2/N1RKR2N,a8b6 
3KR3/7R/2Nk1N2/7R/N4N2/1N5N/4N2N/2R5,f6e4 f6e8 
5KR1/6N1/8/R7/5kN1/1N5R/8/NN2R3,g7h5 g7e6 
3R1R2/6N1/1N2N1N1/N3N2R/3Nk3/R7/8/N3K3,e6c5 e6g5 
N1K4N/1N5N/8/2N2N2/7R/2kN4/7R/1R1R4,c5a4 c5e4 
N1NRKR2/R3N3/4k2N/R7/8/2N5/N2N4/1N6,a8c7 
1RK3N1/8/8/7R/2k2N2/2N4R/N7/1N1R4,b1d2 b1a3 
5RKR/R6N/N2N2k1/R7/4N3/2N1N1N1/8/8,h7f8 
5N2/8/R7/3N1k2/R7/2N5/8/1N2RKR1,d5e3 d5e7 
N4RN1/2N4N/7R/4kN1N/R7/2N3N1/N3N1N1/NNNRK2N,c1d3 
NRKR1NN1/R1N5/2k4N/2N4R/4N2N/4N2N/5NN1/N1N3N1,g8e7 
N4NR1/N2N4/R7/2N2k2/R5N1/N2N4/3N3N/4RKN1,g4e3 g4h6 
2NN3N/8/2N5/3N2N1/6NR/Nk4N1/1N3NNR/RKRNN3,c6d4 c6a5 
1N2N2R/1N2kN2/R7/2N5/2N1N3/1N1N4/3N3N/3RKR1N,b8c6 
N1N1R1R1/NN5R/N4k2/N6R/N1N5/2N5/NNN3N1/3N1KN1,c3e4 c3d5 
R1RN4/1N1N3N/6NR/1kN1N2N/1N5R/3N4/7N/NK6,b7d6 
2N1RK2/8/8/8/4NN1R/5k2/1N5R/6R1,e4d2 e4g5 
2N1N1NN/2N5/5NN1/7R/3kN3/7R/1N6/1NRKR2N,c7b5 c7e6 
2N1RKR1/8/4N3/2N5/2NN4/N2N4/NN5R/4Nk2,c4d2 c4e3 
3RKR2/6NN/8/8/8/RN6/4k3/7R,b3c1 b3d4 
1N2K3/N1N5/8/8/R7/4k3/R7/3R1R2,c7d5 
2KR3N/8/5N2/7R/2kN4/R4N2/8/1R6,f3d2 f3e5 
3N1KR1/8/7N/5N1N/7R/5k2/R7/4R2N,f5d4 f5h4 
N2R1R2/4N3/8/R7/4kN2/R7/1NN5/3NK3,d1f2 d1c3 
1N5R/2N1Nk2/7R/NN5N/8/6N1/NN6/4RKRN,b5d6 
2NK1NN1/8/NN6/R6N/3kN1N1/R2N3N/1N6/2RNRN1N,f8e6 
R7/6k1/R6N/1N2N3/1N6/3N4/1N4N1/5RKR,h6f5 
1NRN1N2/N3N3/1NN2N2/NN6/7R/2Nk4/R2N4/3KRNN1,c6b4 c6e5 
NN2RKR1/N4N1N/7N/5N1R/5k2/R1N2N2/N1N5/8,c3e2 c3d5 
1N3R2/8/8/7R/4k1N1/R7/6N1/3RK3,g4f2 g4f6 
8/R4NN1/N5k1/R7/8/6N1/2N5/5RKR,f7e5 f7h8 
N3K3/N7/N2N2N1/1N6/7R/1N2k3/R7/3R1R2,d6c4 d6f5 
7R/k5NN/4NN1R/2N3N1/3NN3/5N2/3N4/KR3N2,d4b5 d4c6 
7K/R6N/5N1k/R7/N7/8/8/6R1,f6g4 f6g8 
N1N2RK1/1N1N4/R7/N5kN/RN6/1N2N3/1N2N2N/3N3R,h2f3 
2Nk4/7R/3N4/7N/8/8/8/2RKR3,d6b7 d6f7 
1N3N2/R7/1NN2N1k/R7/8/2N2N2/8/N5RK,f6g4 f6g8 
3NRK1N/8/7R/4NkN1/5N1R/N1N5/1N1N4/2NN2R1,d1e3 
1NRKR3/3N2N1/3N3R/2NkN3/R7/N4N2/1N5N/N1N5,d7b6 d7f6 
4KN2/8/7N/7R/1N2k3/7R/N7/3RNR2,a2c3 
8/7R/2k5/1NN4R/5N2/8/8/1RKRNN2,b5d4 b5a7 
6KR/R1N5/1N4kN/RNN5/2NNN3/6N1/NN6/2N2R2,c4e5 
2R3N1/8/N4NN1/7R/N2kN1N1/2N4R/N5N1/3KRN1N,c3e2 c3b5 
NN1R1R2/4N3/7N/R3NN2/1N2kN1N/N6R/2N5/N3K1N1,f5g3 f5d6 
2R1R1NN/R6N/3k4/R2N4/1N6/8/8/2NK3N,h8f7 
1N2RKNN/2N3N1/5N2/8/R7/N1N2kN1/1N2N2R/2N3RN,e2g1 e2d4 
7R/4k3/R7/1N6/5N2/8/6N1/2NRKR2,f4d5 f4g6 
1NN5/N4N1N/NN6/3N4/5N1R/1kN5/7R/RKR3NN,a6c5 
1N6/6N1/4N2N/R1N4N/2kN4/2N2N1R/N3N2N/1RKR3N,f3d2 f3e5 
1N1RKR2/N3N3/7N/8/4N3/7R/4k3/R7,e4c3 e4g3 
4kN2/R7/8/7N/8/N7/4N3/3RKR2,h5f6 h5g7 
5NRK/N7/8/N7/1N3N2/R7/1N1N3k/R7,d2f1 d2f3 
NN6/1NN1N3/2N5/2N2N2/7R/k6N/7R/KR1N3N,c7b5 
1N1NKRN1/3N4/8/8/R7/N3k3/4N2R/2NR2N1,a3c2 a3c4 
4RKR1/1NN4N/NN6/8/2N5/NN3N1R/2N1Nk2/4N2R,e1d3 
N4k2/7R/N6N/1N4N1/8/N7/N6N/4RKR1,g5e6 g5h7 
R7/3N2N1/1N5R/1kN5/2N4R/8/3N4/1KR4N,c4a3 c4d6 
3R4/N6N/7R/1Nk2N2/R7/5N2/1NN4N/1RK2N1N,b2d3 b2a4 
1RKR4/7N/8/2N5/8/R7/2k3N1/R7,g2e1 g2e3 
N1RKRN1N/R6N/N2k4/7R/N7/3N1N2/8/2N5,h8f7 
1N1K4/1N6/R7/N2k2NN/7R/1N4N1/1N6/N1R1R3,h5f4 h5f6 
5R1R/N3N3/4N3/R2N4/1N1N2k1/R7/N7/N5K1,d5e3 d5f6 
RKRNNN1N/2N1N1NN/7N/2N5/3NN3/6NR/1k5N/7R,c5d3 c5a4 
7R/NN3kN1/RN6/N2N4/3N4/1NN5/N1N1N2N/2N1RKR1,b7d6 b7d8 
1N3R1N/1N6/N5N1/8/R3N2N/3Nk3/R7/3RK1NN,h4g2 h4f5 
1RN5/4NNNN/2N3N1/2NN4/7R/k2N4/3N3R/K5NN,d2b1 d2c4 
3R3N/3N1N2/8/2N3N1/NN5R/4k3/7R/4KRNN,b4c2 b4d5 
2NNRKR1/R4N2/1NN1Nk2/R4N2/3N4/N6N/NN2N3/8,b6d5 b6d7 
5KRN/3N4/NN3NNR/5k2/7R/3N4/N4N2/4R3,g6h4 g6e7 
2N1K1N1/6NN/R7/3Nk2N/RN6/6N1/N3N3/3R1R1N,b4d3 b4c6 
1R1R3N/2N5/N6N/7R/1Nk2N2/7R/5N2/N1KNN2N,d1b2 d1e3 
2KR1N2/8/N3N3/7R/2k1N3/R7/4N2N/1R5N,e4d2 e4d6 
4RKR1/8/1N6/8/5N2/R7/N4k2/7R,f4d3 f4h3 
3RKR2/6N1/2N5/8/4N3/4N3/7R/4k3,e3c2 e3g2 
N2NR2N/1NN5/7N/8/5N1R/1N3kN1/R7/3N1KR1,b3d2 b3d4 
7R/k7/7R/N1N5/8/8/8/KR3N2,a5c6 
R1N5/2kN1N2/R1NN4/4N2N/6N1/3N1NN1/2N5/1RKR3N,d6b5 d6e8 
N3RKR1/8/4N2N/1N2N3/8/N2N4/R5N1/2N1NkN1,g2e3 
3RN3/1N6/4NNN1/4NN2/6NR/2k5/7R/1RK5,f6e4 f6d5 
3K1N2/N7/1N1N4/3N4/7R/N2k4/R6N/2R1R3,d5b4 d5f4 
2RNR1NN/N5N1/1N3N2/8/R2N3N/1N1kN1N1/R2N4/3K2N1,b3c1 b3c5 
2k2N2/R7/N3N3/N4NN1/3N3N/NN6/1N1N1N2/NRKR4,f5d6 f5e7 
1R6/7R/2k5/R6N/4N3/1N2N3/8/2KR4,b3d4 b3a5 
k7/N3N2R/2N1NNN1/2N3N1/1N6/N2N4/N1NN4/KR2N3,e6c7 
1N1N2RK/N7/1N6/8/R5N1/7k/RN6/5N2,g4f2 
8/8/2N5/N1N2N2/R3N3/1N5k/R2N4/4NNRK,e4f2 e4g5 
1N3KRN/8/1N1N4/N7/R7/NN3k2/N6R/4R3,b3d2 b3d4 
N2N1K2/1N1N4/2N5/NN3N1R/4Nk2/R4N2/2N5/4RNR1,d8e6 
3N2R1/7R/N4k2/R3N3/2N5/1N6/4N3/4RK1N,e5g4 e5d7 
1NRNR2N/7N/R2N4/N2kN3/R7/NN6/8/3KN1NN,h7f6 
3KN2N/2N5/NN1N3N/N7/R2N4/3k4/R2N4/1NR1RNN1,a6b4 a6c5 
NRKR2N1/4N2N/2N5/6N1/2N2N1N/4N3/R7/2kN4,f4e2 f4d3 
2RKRN1N/8/5N2/2N5/8/NN6/4N2R/3k4,e2c3 
NNNRKR1N/7N/N2NN3/1NN3N1/4N2R/4kN2/R3N3/1N6,d6c4 d6f5 
1N3RKR/8/8/3N4/8/R7/3N2k1/R6N,d5e3 d5f4 
1NRKR3/8/1N6/8/5N2/N7/R7/N2k3N,h1f2 
3K4/8/N4NN1/7R/3kN3/R2NN3/8/2RNR3,e3c2 e3f5 
N1N2N2/1N1N1N2/8/NN5R/Nk2N1N1/6NR/3N4/RKRN2N1,a5c6 
NNNR3N/5N1N/7R/1Nk4N/R1N3N1/N7/4N3/1RK2NN1,b8a6 b8d7 
4KR2/8/2N5/R7/4kN2/R7/8/3R3N,h1f2 h1g3 
6KR/RNN5/NN2NNk1/R5N1/1N6/1N4N1/NN6/N3NR2,e6f4 e6f8 
2K3N1/4N3/7R/2k1N2N/R1N3NN/5N2/N1N3N1/1R1R1NN1,e5d3 e5d7 
4RKR1/8/2N5/8/7N/3N3N/R7/1N3k2,b1d2 
3RKR1N/1N1N2NN/NN6/N5N1/1NN3N1/N2N3R/3Nk3/7R,d3c1 d3f4 
5KR1/R7/5k2/7R/1N6/5N2/8/N3R3,b4d5 
NR6/4N2N/R5N1/1NkN3N/7R/7N/1N4N1/2KR3N,b2d3 b2a4 
8/N3NN2/R5NN/2k2N2/6NR/4N2N/N7/NRKR1N2,a1b3 
3RKR2/2N5/N4N1N/NN3NN1/2N1N3/1N4N1/R7/4k3,g5f3 
3NNN2/5N1N/3N4/2N5/R7/4kN1N/N3N2R/1NNRKR1N,d6c4 d6f5 
N3KN2/8/8/RN6/4k3/7R/7N/3R1R2,b5c3 b5d6 
RK2NN2/8/1N5R/Nk6/7R/6N1/8/2R1N3,e8d6 e8c7 
4RKR1/3N4/R7/5kN1/7R/8/6N1/1N6,g2e3 g2h4 
NN6/N4N2/N6R/N3NkN1/1N3N1R/3N3N/7N/1N2RKR1,f7d6 f7h6 
5R2/1N2N3/R1N3NN/1N1N1Nk1/R7/N2NN3/1N6/N1NN2KR,h6f7 
3K3N/8/R7/3k4/R7/NN4N1/3N4/1NR1R3,b1c3 
N1RKR1N1/3N3N/N5N1/6NR/N2k2N1/R6N/5N2/1N1N1N2,g5f3 g5e6 
1N1N1RKN/N7/8/8/R7/1N4k1/R6N/7R,h2f1 
5K1N/R5N1/5k2/R4N2/8/3N4/N7/4RNR1,g7h5 g7e8 
2K5/2NN3R/2k2N2/R6N/8/8/7N/1R1RNN2,d7e5 d7b8 
1RNN4/2N3N1/8/7R/2k5/R6N/5N2/2KR4,c8b6 c8d6 
NN5N/5N2/7R/5k2/7R/7N/1N6/4RKR1,f7d6 f7h6 
2NRK1N1/7R/1N1Nk2N/7R/8/7N/N7/1N2NRNN,h3f4 h3g5 
1NR2N2/NN3N2/R2N3N/N1Nk4/R2N4/8/1N3NNN/2NKR3,g2e3 g2f4 
4RKN1/8/2N5/7N/7R/5k2/7R/6R1,c6d4 c6e5 
2N1KNN1/3N4/N1N5/8/R2N4/4k3/R7/3R1R2,d4c2 d4f5 
7N/5NN1/8/5N2/R2N4/2k5/R1N3N1/1RKRN3,d4e2 d4b5 
5R2/8/3N3R/4k3/R7/6N1/N7/3RK3,d6c4 d6f7 
NR2N3/2N3N1/4NN1R/kNN5/N5NR/2N3N1/2N4N/K4N2,c5b3 c5b7 
2N5/6NN/7N/R1N4N/2k5/R7/N3N3/1RKR3N,c8b6 c8d6 
1NNNR1R1/N7/N7/N1N4N/5N1R/5k2/N3N2R/5K2,e2g1 e2d4 
1N3k2/1N5R/N7/N4N2/N1N5/7N/N6N/2N1RKR1,b8d7 
N6R/Nk6/7R/3N4/4N3/5N2/4N2N/RKRNN2N,e4c5 e4d6 
1N6/8/R3N3/1N5k/R7/8/7N/N3N1RK,e6f4 e6g7 
1NN5/1N3N1N/2NN4/5N1R/2N1Nk1N/R7/N6N/N2NRKR1,h4g2 h4g6 
5RK1/RN6/6kN/R7/1N1N4/N6N/N7/7R,h3f4 
1R2NN2/R5N1/2kN4/7R/8/8/2N5/2KR1N1N,c2b4 c2d4 
N2NRKR1/N6R/5k2/5N1R/8/1N1N4/7N/5N1N,h2g4 
4R3/7R/5k2/R7/8/2N5/N7/5KRN,c3e4 c3d5 
2NRK3/8/R7/4kN2/7R/4N3/2N5/3N1R2,e3c4 e3g4 
1RKR1N1N/5N2/1N6/5NN1/N4N1N/R7/1NkN1N1N/7R,f5e3 f5d4 
NR2N3/2N3NR/2kN1N1N/R7/7N/1NN1N1N1/7N/N1KRN3,b3d4 b3a5 
7N/1N3N1N/2N4N/R4N2/2N1NkN1/7R/2N4N/N2NRKRN,h8g6 
NNN2N2/5N2/2N1N3/8/R3N3/1N1Nk3/R7/N2RKR2,a1c2 
1N4R1/8/R7/4N2k/R2N4/5N2/4N3/1N5K,e2g3 e2f4 
N1K1NN2/5NNR/2kN3N/6NR/4N2N/2N1N3/5N2/NRNR4,f7e5 f7d8 
1NNRK2N/7R/3NkN1N/R3N3/6NN/8/N3N3/1NNNNR2,e2d4 e2f4 
2RKR1N1/8/7R/2Nk4/R2N3N/5N2/3N4/2N4N,g8f6 g8e7 
N2RNR2/7N/4N1N1/8/7R/3Nk2N/RN6/1NN1K3,b2d1 b2c4 
1NN5/3N4/N7/R3N3/5k2/R4N2/8/1N2RKR1,e5d3 e5g6 
k7/7R/2N3N1/3N3N/7N/N4NN1/3N1NN1/KR6,d5b6 d5c7 
5KR1/N2N4/N1N5/7R/4Nk2/NN2N2R/8/4RN1N,e3g2 e3d5 
6K1/R1N5/3NN1k1/R7/8/8/1N6/5R1R,e6f4 e6f8 
1N1N1K1N/N7/N4N1R/5k2/1N5R/8/4NN1N/N3R1R1,e2g3 e2d4 
4RN1N/8/3N3N/N4N2/7R/3kNN2/R7/1NRK4,f3e1 f3e5 
2K1N3/8/R1N5/2kN4/R7/5N2/N2N4/1R1R3N,d2b3 d2e4 
RKR2N2/4N3/1N6/7N/2N4R/1k6/7R/3N3N,c4d2 c4a5 
1RKR2N1/2N1NN2/3N3N/7N/8/4NN2/5NNR/2k5,f2d3 
2R1R1N1/8/8/8/7R/3k4/R1N5/3K2N1,c2e1 c2b4 
N1RK4/6NR/3kN1N1/R7/8/3N4/N7/4R3,g7f5 g7e8 
3KR3/7R/N2kN1N1/R2N4/NN4N1/7N/2NNN3/NNR5,d2c4 d2e4 
N4KN1/N2NN2N/7N/R7/4Nk2/R7/7N/1N2R1R1,e7d5 e7g6 
K7/3NNN1R/k4N2/7R/2N2NN1/7N/5NN1/1R3N2,d7c5 d7b8 
2k5/6NR/N5N1/2N3N1/6NN/N7/1N4N1/NRKRNNN1,g6e7 
N1NR1RN1/8/R3N3/1N1Nk2N/R7/2N3N1/N3N1NN/N3K2N,h2f3 h2g4 
1NRN2N1/NN3NN1/7R/3kN3/7R/6N1/8/3KR1NN,g8f6 g8e7 
1RKR2N1/8/8/8/4NNN1/6NR/2k5/R1N5,g4e3 
6R1/8/4NN2/R3N2N/NN5k/R7/8/2N4K,e5f3 e5g6 
4RKR1/8/2N4R/5k2/R7/7N/N7/6N1,c6d4 c6e7 
N2RKRN1/6N1/R7/1N1Nk3/R3N3/1NN5/2N1N3/N1N5,c1d3 
2RK1N2/R2N4/2NkN3/R7/8/1NN2N2/2N1N2N/3NR3,c3e4 c3b5 
1R6/4NN2/2N2N2/3N2NN/3N3R/k7/4N2R/K7,d4c2 d4b5 
1NNN1NNN/5NN1/N3N1N1/N4N2/7R/2k2N2/R4N2/1RKR4,f2d1 f2e4 
NNN1N1KR/2NNN3/RN6/N4Nk1/R5N1/N7/4N3/2N2R2,c7e6 
NRKR2NN/8/R1N3NN/1NkNN3/7R/N3NN1N/N7/8,e5d3 e5d7 
KR3NN1/5NN1/2N5/N6R/k4N1N/N6R/6NN/3N3N,d1b2 d1c3 
1NRKR1NN/5N2/R6N/N2kN3/R7/5N2/3N4/6NN,g8f6 g8e7 
3NRKR1/8/3N2N1/1N6/3N4/7N/1N3N1R/2N2kNN,h1g3 
RKN5/8/1N6/3N4/7R/1k1N3N/7R/2R4N,d3c1 d3c5 
3NNN2/R7/1N5k/R7/8/8/8/6RK,d8f7 
N7/8/8/3N4/RNN5/4NkN1/R4N2/4RKR1,c4d2 c4e5 
8/7R/1N2kN2/R7/1N4NN/2NN4/8/1N1RKR2,d3f4 d3c5 
NRKRN1NN/5NNN/5N2/2N5/N4N2/6NR/1Nk2N2/3N3R,d1e3 
NN1K2N1/8/5N2/7R/N2k2N1/R2N4/1N4N1/2RNR2N,b8c6 
1NRK2N1/R6N/N2kN3/R6N/1N1N1N2/8/4N2N/1NN1R1NN,d4b5 d4f5 
KNN3N1/N7/8/8/7R/k7/7R/1RN5,a7b5 
2RKR3/8/8/1N5N/6NN/R2N4/3k4/7R,h4f3 
N2KR1N1/N7/1N6/5N1N/7R/2NkN1N1/R2N3N/1NR2NN1,h5f4 
2R1R1N1/8/NN5N/8/R6N/3k4/R7/1N1K4,a6b4 a6c5 
NN1N1R1R/R7/3N1Nk1/R5N1/1N1N4/8/N5N1/1N1NNNK1,g2f4 g2h4 
R7/8/7R/1k6/NN5R/3N2N1/8/1KR5,a4c3 
5R1R/8/8/R2N4/6k1/R1N5/N3N3/6K1,d5e3 d5f6 
N7/4NNNN/N4N2/2N5/1N5R/k7/7R/KR6,b4c2 
1N3N2/R1N4N/1N5k/R3N2N/2N5/1N3N2/8/2N1N1RK,e5g4 e5f7 
1N5k/R3N3/5N2/3N1N2/1N6/2NN1NN1/3N4/5NRK,e7g6 
4RKR1/8/7N/8/R7/N3Nk2/R5N1/8,g2e1 g2h4 
N2R1R2/NN2N3/1N5N/R7/1N1Nk2N/N6R/1NN5/4K1N1,b7c5 b7d6 
5k2/7R/1N6/8/8/3N4/5N1N/4RKR1,b6d7 
7N/7R/3N1kN1/NN5R/8/3N1N2/1N6/4RKRN,d6e4 d6e8 
1N3KR1/3N4/N2N1N1N/N6R/4NkN1/R7/N2N4/3NR3,f6d5 f6h5 
1N2k3/R7/N1N3N1/N3N1N1/5N2/6NN/2N3NN/1N1RKR1N,a6c7 
N1RKR3/8/5N2/5N2/7R/3k1N2/R7/5N2,f3e1 f3e5 
3RKRN1/7N/N1N3N1/8/7R/N3kN2/R7/7N,a3c2 a3c4 
7N/2N5/N3N1N1/2N4N/7R/4kN1N/R7/3RKR1N,c7d5 
3K1N2/7R/1N1kN3/7R/5N2/1N3N2/N5NN/2R1R3,b6c4 b6c8 
3NK2N/8/8/RN6/4k3/7R/8/3R1R2,b5c3 b5d6 
5N1R/2N1NkN1/7R/8/N1NN4/8/N7/2N1RKR1,c4e5 c4d6 
1N3KR1/6N1/3N1N2/3N3N/RN3NN1/5k2/7R/N3R2N,g4h2 g4e5 
3N1k2/7R/N2N3N/8/NN6/2N1N3/3NN2N/4RKR1,d8e6 
4k3/4N2R/2N3N1/3NN1N1/1N3N1N/2NN4/N7/3RKR1N,d5f6 d5c7 
NN2RKR1/7N/R7/2N1Nk2/RN6/N2N4/1NNN1N2/N1N1N3,c2e3 c2d4 
2kN4/RN6/4NN2/4N3/8/8/8/1RKR4,b7d6 
6KR/R7/6k1/R7/4N1N1/1N4N1/8/N4R1N,g4e5 
1N3R1R/8/R7/5Nk1/R7/8/1N3NN1/N4NK1,f2h3 f2e4 
1NN1NR1N/7R/1N2k2N/R7/2N3N1/6N1/7N/3RK2N,e8c7 e8g7 
1Nk5/6NR/4N3/8/2N2N2/8/5N2/NRKR2N1,c4b6 c4d6 
5N2/8/R7/N3NN1k/R7/8/N4N2/2N3RK,f5g3 f5g7 
5KR1/R5N1/5k2/R7/2N5/8/8/2N1R2N,g7h5 g7e8 
3RKRN1/1NN5/3N4/N1N5/2N4N/R2N4/1N2kN2/7R,d3c1 d3f4 
4RKR1/7R/1N3k2/7R/2N5/8/8/2N1N3,b6d5 b6d7 
5Nk1/R7/NNN1N3/2N3N1/N7/N2N2N1/1N2N1N1/3N1RKR,c6e7 
7R/2kNN2N/R1N5/4N3/4N3/8/5N2/1RKR4,e7d5 
8/7R/5k2/R5N1/2NN4/N7/2N5/2N1RKR1,g5e4 g5h7 
6N1/N7/7R/2kN4/R7/N3NN1N/N3N1NN/1RKRNN2,e1d3 
N1K1N3/7R/2kN1N2/7R/2N5/N1N4N/7N/1RNR1NN1,c4a5 c4e5 
KRN3N1/N3N1N1/6N1/5N2/7R/k7/4N1NR/2NN3N,a7b5 
1RK4N/N4NN1/2N4R/2k4N/R5N1/5N1N/6NN/3R1NNN,g7e6 
1KN5/2N5/8/6NN/7R/NkN1N3/N5NR/R1RN4,a2c1 
1N2N3/N6N/7N/5N2/R2N4/3k3N/R7/1NRKR3,h3f2 h3f4 
2N1NNRK/R7/2N4k/R3N3/4N3/8/8/6N1,e5g4 e5f7 
5k2/R4N2/3N4/1N2N3/1NN5/8/8/3NRKR1,e5g6 e5d7 
4R3/8/1N3NN1/R3N3/3kN3/3N3R/6N1/1NRK4,e5f3 e5c6 
1NRK3N/NN6/R3N3/2NkN3/7R/N7/1N3N2/N3R3,e6f4 e6c7 
2NRKR2/NNN4N/N6N/2N5/2N1N3/R7/1N1Nk3/R7,e4c3 e4g3 
N6N/3N4/2N5/N1N5/R5N1/1Nk4N/7R/1RKRN2N,c5a4 c5e4 
NNK3N1/1N5N/4N1N1/7N/RN6/2kN1N2/6NR/NR1R4,b4a2 b4d5 
1NR2N2/1N2N1NN/3N4/1N6/R7/N2k4/7R/NN1KR1N1,b7c5 
RNR5/8/8/8/7R/1k6/NN3N1R/1K2N1N1,a2c1 
1KR5/8/7R/1kN5/7R/4N2N/N7/R5N1,a2c3 
N2RK3/8/8/N3N2R/1N2k2N/N3N2R/2N1N1NN/4NRN1,e2c3 e2g3 
NRKR4/5N2/3N1N2/8/4N2N/2N4R/2k2N2/3N3R,d1e3 
6RK/8/2N1NN2/R7/7k/R3N3/1N3N2/N4N1N,e3g2 e3f5 
3NR3/8/R4N2/N4k2/NN5R/2NN4/NN2N3/5KR1,e2g3 e2d4 
3N2RK/8/8/2N5/2N2N2/R7/7k/R5N1,g1f3 
2RK1N2/2NN3R/3kN3/7R/8/1N5N/4N2N/N1NNR1N1,c7b5 c7e8 
8/3NN3/5N2/8/7R/1k6/7R/RKRN4,d7c5 
1RN2N2/7R/kN4N1/N6R/2NNN3/8/4N3/K4N1N,e4c5 
k7/3N1N1R/2N5/2N1N3/1N1N4/6NN/1NNN4/KR6,d7b6 
4N1N1/2N5/R1N5/1Nk5/7R/N6N/2N1N3/1RKR4,c7a6 c7e6 
R7/8/3N4/3N4/7R/1k6/N6R/1KR5,a2c1 
3R1R2/8/1N5N/N6R/4k3/R7/1N2N3/N1N1K3,e2c3 e2g3 
